Project Code,PA/NF Status,Model Name,Model Family,Platform,Platform Group,Fuel Type,Fuel Type Group,Build Type,OEM,Brand,Segment,Body Type,SSS,Brand Indicator,YEAR, Volume(simulation) ,Volume Property,PR Status,SOP Time,EOP Time,Model Family SOP,Model Family EOP,Volume Level,C6 Premises,Cloud Info,Remark
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2027," 41,629 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2018," 15,552 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2019," 24,558 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2020," 15,602 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2021," 35,213 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2022," 21,130 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2023," 18,391 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2024," 48,471 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2025," 55,862 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2026," 36,905 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2027," 34,565 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RSB FBU,A5 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2018," 68,700 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RSB FBU,A5 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2019," 41,341 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RSB FBU,A5 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2020," 58,307 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RSB FBU,A5 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2021," 43,772 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RSB FBU,A5 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2022," 48,709 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RCP FBU,A5 RCP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2018," 36,859 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RCP FBU,A5 RCP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2019," 8,787 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RCP FBU,A5 RCP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2020," 60,399 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RCP FBU,A5 RCP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2021," 28,778 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A5 RCP FBU,A5 RCP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2022," 67,268 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2021," 3,417 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2022," 36,187 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2023," 58,307 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2024," 43,605 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2025," 22,741 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2026," 8,349 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RSU FBU,E6 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2027," 61,120 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2021," 55,371 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2022," 28,138 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2023," 45,089 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2024," 49,399 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2025," 23,190 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2026," 41,237 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E6 RCU FBU,E6 RCU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2027," 35,805 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RSE FBU,A6 RSE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2023," 13,631 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RSE FBU,A6 RSE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2024," 27,699 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RSE FBU,A6 RSE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2025," 15,620 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RSE FBU,A6 RSE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2026," 30,502 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RSE FBU,A6 RSE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2027," 6,959 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2018," 34,804 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2019," 10,412 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2020," 53,881 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2021," 59,961 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2022," 43,120 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2023," 55,112 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2024," 8,247 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2025," 69,229 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2026," 50,292 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 RAV FBU,A6 RAV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2027," 7,402 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A7 RSB FBU,A7 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2018," 28,680 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A7 RSB FBU,A7 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2019," 36,724 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A7 RSB FBU,A7 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2020," 49,372 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A7 RSB FBU,A7 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2021," 64,370 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A7 RSB FBU,A7 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2022," 43,040 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2018," 9,252 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2019," 45,543 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2020," 9,595 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2021," 46,085 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2022," 54,272 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2023," 40,723 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,Q8 RSB FBU,Q8 RSB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2024," 56,126 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E8 RSU FBU,E8 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2023," 32,636 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E8 RSU FBU,E8 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2024," 20,775 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E8 RSU FBU,E8 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2025," 23,705 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E8 RSU FBU,E8 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2026," 31,284 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,E8 RSU FBU,E8 RSU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2027," 54,118 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2019," 12,730 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2020," 5,118 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2021," 16,089 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2022," 14,017 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2023," 16,642 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2024," 33,231 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2025," 28,003 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2026," 65,542 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R7 SE FBU,R7 SE,FBU,FBU,BEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2027," 34,960 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2018," 30,549 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2019," 45,231 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2020," 48,673 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2021," 11,334 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2018," 26,768 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2019," 24,588 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2020," 8,576 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2021," 62,435 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2022," 59,485 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2023," 16,757 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,D,Sedan,Premium,Premium,2024," 30,062 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Sedan,Premium,Premium,2022," 24,832 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Sedan,Premium,Premium,2023," 58,588 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Sedan,Premium,Premium,2024," 54,699 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Sedan,Premium,Premium,2025," 11,567 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Sedan,Premium,Premium,2026," 43,775 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RSE FBU,A4 RSE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Sedan,Premium,Premium,2027," 40,209 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Estate,Premium,Premium,2022," 44,384 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Estate,Premium,Premium,2023," 7,862 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Estate,Premium,Premium,2024," 64,745 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Estate,Premium,Premium,2025," 47,668 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Estate,Premium,Premium,2026," 38,563 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A4 RAV FBU,A4 RAV,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,B,Estate,Premium,Premium,2027," 10,893 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2023," 46,791 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2024," 37,913 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2025," 30,913 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2026," 20,035 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,PHEV,NEV,FBU,Audi,Audi,C,Sedan,Premium,Premium,2027," 2,666 ",AaK,PR66.OP,1997/1/1,2099/12/1,2000/1/1,2099/12/31,Vol.  Level,KAK0119,,
